OrderID,CustomerID,ProductID,Product,Category,Region,OrderDate,Quantity,Price,Discount,PaymentMethod,Revenue
10000,1102,349,Tablet,Electronics,North,2024-06-02,4,1020.5551086060543,0.2225419425738516,Card,3173.7551689327793
10001,1179,302,Phone,Accessories,North,2024-03-01,3,1255.7821925701562,0.22701147303344085,UPI,2912.115681676923
10002,1092,393,Tablet,Accessories,South,2024-07-12,1,267.9504026017547,0.20007161600526308,Card,214.34113254396078
10003,1014,365,Tablet,Accessories,West,2024-07-18,1,105.95776481029407,0.07020845259206238,Cash,98.51863410284965
10004,1106,302,Monitor,Accessories,North,2023-07-06,3,1324.3776615736356,0.1764258737564093,UPI,3272.1695263411107
10005,1071,289,Tablet,Electronics,West,2024-07-03,2,506.6531798154521,0.1712068984730544,Cash,839.8213205954758
10006,1188,373,Phone,Accessories,East,2024-03-28,3,237.01941649438965,0.14527985943291763,Card,607.7558069496378
10007,1020,321,Monitor,Accessories,East,2024-04-15,1,729.2687937762755,0.16499369591515925,Card,608.9440401755378
10008,1102,342,Laptop,Accessories,North,2024-07-18,3,917.5438097592272,0.14753718978710043,Cash,2346.515923682403
10009,1121,305,Laptop,Accessories,West,2023-08-12,2,94.90737496263968,0.16963690982223245,Cash,157.61516230927515
10010,1074,318,Monitor,Accessories,North,2023-06-03,1,448.59870447277723,0.2146517863863386,Card,352.3061911870984
10011,1087,371,Phone,Accessories,East,2024-07-13,2,97.55981770149921,0.03288845832103192,Cash,188.70245140643198
10012,1116,248,Laptop,Accessories,North,2023-12-17,3,659.4863143334735,0.2248877256447071,Card,1533.527811027625
10013,1099,303,Laptop,Electronics,West,2023-05-27,4,1347.8950421460543,0.04076584503827826,Cash,5171.787846920259
10014,1103,260,Tablet,Accessories,East,2024-07-29,3,1474.8459966656753,0.019988399523112408,Card,4336.098556947777
10015,1151,394,Tablet,Accessories,South,2023-12-15,2,973.71895258026,0.29282390586644025,Card,1377.1815313390582
10016,1130,322,Phone,Accessories,East,2023-07-01,3,284.3746559876581,0.2870975306611324,UPI,608.1941834129774
10017,1149,333,Monitor,Accessories,South,2024-09-28,4,1363.4816154989933,0.018130963482169214,Card,5355.041520479088
10018,1052,208,Phone,Electronics,North,2023-06-28,2,798.5593436400877,0.13297603244248865,Card,1384.740180905902
10019,1001,205,Monitor,Electronics,North,2023-02-08,3,272.93650254923125,0.05587348148993242,UPI,773.0597697783596
10020,1087,272,Laptop,Electronics,West,2023-01-03,2,1386.503670704909,0.14560346914032543,UPI,2369.247852548958
10021,1157,302,Tablet,Electronics,South,2023-03-05,2,1148.3301235484994,0.24905317289987622,Cash,1724.6697254844776
10022,1037,359,Phone,Electronics,North,2023-01-29,1,1110.9726454485697,0.2851835324228671,Cash,794.141541994369
10023,1129,240,Phone,Electronics,South,2024-01-07,1,1078.3120205018868,0.19027579603546121,Card,873.1353424262837
10024,1191,313,Monitor,Accessories,North,2024-06-06,2,340.4927405898414,0.10617170016354512,Cash,608.684094856146
10025,1187,207,Monitor,Electronics,East,2023-04-07,3,355.95970297591276,0.18099766969337952,Cash,874.5954786975751
10026,1020,271,Phone,Electronics,North,2024-03-17,3,1048.0248477195196,0.0936003918325351,Card,2849.787933968219
10027,1160,377,Monitor,Accessories,West,2023-07-22,3,368.5979876600755,0.2729470922496181,UPI,803.9707161575918
10028,1057,291,Phone,Electronics,East,2024-02-15,4,686.0739603644208,0.26112013893175107,UPI,2027.7049300664264
10029,1021,261,Phone,Accessories,West,2023-01-21,2,1183.902647111215,0.16746952508389829,Card,1971.2700661078597
10030,1088,283,Phone,Accessories,East,2024-07-04,2,1186.7311512418694,0.09743967461410816,Card,2142.192908020871
10031,1048,261,Laptop,Electronics,South,2023-04-12,4,707.2295701624964,0.0880169026748935,Card,2579.9256556667888
10032,1058,310,Monitor,Accessories,West,2023-02-15,2,1198.6754104991053,0.010025398411517839,Card,2373.3164238855243
10033,1169,326,Tablet,Electronics,North,2023-03-07,2,1266.0016044871822,0.24474625530758856,Card,1912.3049051510911
10034,1187,206,Tablet,Electronics,South,2024-08-25,4,999.4248393621774,0.13511496391170238,Card,3457.550353037191
10035,1014,283,Monitor,Accessories,North,2023-06-13,1,381.2174858472092,0.09753987852007932,Cash,344.0335785879424
10036,1189,331,Phone,Accessories,East,2023-04-21,2,447.3170815590439,0.14133310649932615,Cash,768.1927376641836
10037,1189,333,Tablet,Electronics,East,2023-12-04,4,506.5196753426663,0.24562139713639558,Cash,1528.4304200317083
10038,1174,257,Tablet,Accessories,North,2023-05-03,3,219.3659562142304,0.037384262312256354,UPI,633.4953652942161
10039,1189,221,Monitor,Accessories,North,2024-12-05,1,446.08144953642045,0.25729679647254816,Card,331.30612160486885
10040,1050,353,Tablet,Electronics,South,2024-03-22,3,353.8028752531716,0.2692526505325062,Card,775.6215399757006
10041,1107,326,Phone,Electronics,North,2024-09-02,2,710.2266872224732,0.2840123745101664,Cash,1017.0270386878586
10042,1054,202,Monitor,Accessories,West,2023-10-18,1,1367.234444414784,0.11924639772678833,UPI,1204.1966620703342
10043,1063,326,Phone,Electronics,West,2024-11-01,4,201.4964592932392,0.06514212121130156,Cash,753.4822100732437
10044,1130,240,Tablet,Electronics,North,2024-02-16,2,1094.3884897237235,0.11209224554000954,Card,1943.4320528349035
10045,1050,387,Tablet,Electronics,West,2024-09-06,4,1046.5603563990353,0.09987362886942099,Card,3768.1463030983564
10046,1134,305,Phone,Electronics,North,2023-10-08,1,188.84358806186862,0.05284617375085802,Cash,178.86392699541565
10047,1020,213,Laptop,Electronics,South,2023-02-12,3,1387.72998711341,0.18218000103044638,Cash,3404.740009893323
10048,1072,211,Tablet,Electronics,West,2024-04-30,2,874.2846931273884,0.14298724815258865,Card,1498.5462615103454
10049,1166,286,Laptop,Electronics,West,2024-08-18,2,577.4020056467422,0.2597102976972011,Cash,854.8895177385315
10050,1017,211,Tablet,Accessories,North,2024-12-03,4,1146.9809460681947,0.009632874144617476,Card,4543.728891873782
10051,1131,340,Laptop,Electronics,West,2023-02-20,1,423.1799146823694,0.1931603782665379,Cash,341.43832228752166
10052,1088,224,Laptop,Accessories,East,2023-07-29,4,1055.5892637171646,0.22888466355346831,UPI,3255.9242809624325
10053,1059,244,Laptop,Accessories,South,2023-05-06,1,107.58125097975847,0.2278459707564921,Card,83.06929641507757
10054,1013,321,Phone,Accessories,South,2024-05-06,2,1267.1416545334444,0.26582219012865754,UPI,1860.614569444227
10055,1008,346,Laptop,Electronics,West,2024-05-23,1,699.8477281809118,0.21871012284884822,Cash,546.7839455749772
10056,1089,254,Laptop,Electronics,West,2024-08-03,2,973.2047258190155,0.27834301849430887,UPI,1404.6399696432488
10057,1052,299,Laptop,Accessories,East,2023-09-15,1,370.7948387196913,0.09979697994626743,Cash,333.7906336358028
10058,1129,372,Tablet,Electronics,East,2023-07-07,3,1031.7568833547496,0.1509628250254629,UPI,2627.999848512149
10059,1083,335,Laptop,Accessories,West,2023-08-18,1,1169.7484000452512,0.004223898984867203,UPI,1164.80750096575
10060,1091,318,Tablet,Electronics,West,2023-07-08,3,736.1591209823781,0.002087276190987364,UPI,2203.86766072912
10061,1110,252,Laptop,Electronics,East,2024-02-19,1,945.7040398896017,0.07203798613545596,Card,877.5774253757899
10062,1187,382,Laptop,Accessories,North,2023-01-10,1,711.6725895424779,0.030242159141725577,UPI,690.1500738327303
10063,1198,231,Phone,Accessories,East,2023-04-24,4,1346.432485423876,0.07806341038072608,Cash,4965.301495057164
10064,1171,250,Tablet,Accessories,North,2023-03-17,4,771.9103117457628,0.05311298835851922,Cash,2923.6473933767566
10065,1007,243,Laptop,Electronics,South,2024-11-06,2,1270.6226280917874,0.008556007451594471,Card,2519.5023428353393
10066,1174,281,Tablet,Accessories,South,2024-05-16,4,1211.9604844918604,0.2727912439218148,Card,3525.393105372962
10067,1034,397,Tablet,Electronics,East,2023-03-26,1,645.231990955117,0.0024669394166674575,Cash,643.640242723735
